35
 -51.66 -15.62 154.37 1.062 	100 
 -39.92 -15.35 130.44 6.297 	100 
 -123.55 -15.52 -43.8 0.438	100 
 -128.52 -15.54 -58.9 0.828	100 
 -130.85 -15.52 -86.5 1.156	100 
 -120.32 -15.32 -124. 0.641	100 
 -107.98 -15.38 -143. 1.062	100 
 -77.06 -15.52 -166.8 1.297	100 
 -29.82 -15.63 -174.0 0.578	100 
 -8.24 -15.75 -172.92 0.438 	100 
 7.20 -15.67 -172.25	 0.609 100 
 24.64 -15.51 -173.25 1.031 	100 
 44.58 -15.46 -183.16 1.391 	100 
 46.12 -15.78 -208.19 1.469 	100 
 52.74 -15.09 -240.14 1.156 	100 
 76.08 -14.48 -261.70 0.906 	100 
 99.85 -14.74 -277.86 1.141 	100 
 127.21 -14.34 -281.9 0.594	100 
 138.44 -14.28 -275.9 0.453	100 
 144.94 -14.56 -268.0 0.922	100 
 151.64 -15.27 -246.7 1.546	100 
 162.70 -14.77 -200.0 0.563 	100 
 162.88 -14.31 -184.0 0.859 	100 
 154.26 -13.97 -164.1 1.297 	100 
 131.76 -14.21 -135.3 1.047 	100 
 124.49 -15.07 -102.4 3.672  100 
 124.03 -15.52 36.72	 2.969 100 

 119.79 -14.92 147.55	 0.843 100 
 120.64 -14.42 173.07	 0.766 100 
 128.83 -14.30 195.48	 0.594 100 
 137.83 -14.23 212.86	 0.687 100 
 149.12 -14.04 230.35	 1.672 100 
 149.56 -14.14 267.24	 1.235 100 
 131.29 -14.27 282.45	 1.765 100 
 100.49 -14.61 266.66	 0.703 100 
 86.77 -14.96 255.29	 1.344 100 
 77.12 -15.31 229.10	 1.594 100 
 87.09 -14.80 197.76	 0.844 100 
 80.40 -14.63 182.07	 0.687 100 
 68.19 -14.70 173.48	 0.719 100 
 52.61 -14.85 171.58	 1.406 100 
 33.18 -15.32 191.03	 2.125 100 
 27.89 -15.56 240.76	 0.641 100 
 23.94 -15.69 258.63	 1.187 100 
 6.03 -14.40 287.83	 0.828 100 
 -5.95 -14.07 296.38	 0.907 100 
 -17.85 -14.44 292.28 1.187 	100 
 -26.15 -15.23 272.94 3.375 	100 
 -55.74 -15.63 183.29 0.547 	100 
 -56.01 -15.60 169.95 0.672 	100 
 -50.28 -15.62 155.69 0.937 	100 
 -43.98 -15.54 131.86 5.61   100 
 -122.46 -15.52 -44.2 0.468	100 
 -126.74 -15.54 -59.7 0.75 	100 
 -128.32 -15.54 -85.8 1.172	100 
 -121.74 -15.29 -125. 0.672	100 
 -110.53 -15.34 -145. 1.172	100 
 -77.67 -15.53 -168.8 1.344	100 
 -29.89 -15.62 -172.3 0.594	100 
 -8.34 -15.74 -171.85 0.5    100 
 7.11 -15.65 -171.86	 0.703 100 
 23.61 -15.56 -175.32 0.734 	100 
 35.07 -15.63 -185.74 1.031 	100 
 42.95 -15.81 -208.67 1.11 	100 
 55.68 -15.26 -238.10 0.953 	100 
 75.48 -14.37 -262.92 0.844 	100 
 99.37 -14.57 -280.33 1.062 	100 
 127.11 -14.23 -283.4 0.734  100 
 138.05 -14.30 -276.0 0.594 	100 
 141.00 -14.72 -267.4 1.313 	100 
 135.73 -15.50 -246.2 2.281 	100 
 158.06 -14.67 -197.1 0.625 	100 
 161.47 -14.31 -184.2 0.937 	100 
 157.82 -13.99 -162.3 1.454 	100 
 132.43 -14.22 -134.7 1.328 	100 
 127.96 -15.07 -102.7 5.297 	100 
 119.03 -15.52 36.26	 2.969 100 
   
 120.44 -14.92 147.74	 0.703 100 
 122.70 -14.43 172.99	 0.75  100 
 129.68 -14.30 195.09	 0.578 100 
 139.47 -14.20 211.00	 0.719 100 
 150.10 -14.00 229.92	 1.75  100 
 144.77 -14.19 265.37	 0.797 100 
 128.94 -14.23 275.62	 1.453 100 
 94.64 -14.66 277.81	 1.234 100 
 79.64 -15.09 257.91	 1.157 100 
 82.90 -15.19 230.94	 1.281 100 
 87.13 -14.79 197.47	 0.781 100 
 81.18 -14.60 181.52	 0.797 100 
 68.39 -14.70 173.62	 0.75  100 
 55.31 -14.96 176.06	 1.094 100 
 43.62 -15.48 194.13	 1.797 100 
 31.29 -15.60 240.80	 0.609 100 
 24.30 -15.70 258.72	 1.375 100 
 2.63 -14.74 283.76	 0.312 100
 -4.50 -14.64 286.15	 0.454 100 
 -14.11 -14.64 286.81 1.078 	100 
 -32.32 -15.10 275.05 3.343 	100 
 -57.35 -15.64 183.68 0.485 	100 
 -56.02 -15.62 170.09 0.594 	100 
 -50.26 -15.62 155.31 0.796 	100 
 -44.83 -15.54 131.65 5.641 	100 
 -125.42 -15.52 -43.5 0.422 	100 
 -128.79 -15.53 -58.7 0.781 	100 
 -127.78 -15.54 -85.8 1.016 	100 
 -114.19 -15.15 -121. 0.594 	100 
 -104.75 -15.30 -141. 1.125 	100 
 -77.46 -15.53 -169.0 1.343  100 
 -31.16 -15.63 -179.9 0.672 	100 
 -7.82 -15.75 -175.12 0.438 	100 
 7.28 -15.65 -171.55	 0.625 100 
 25.78 -15.43 -170.06 1.531 	100 
 46.57 -15.44 -182.41 1.719 	100 
 47.77 -15.77 -208.06 1.422 	100 
 62.35 -15.47 -233.72 1.14 	100 
 78.15 -14.71 -259.66 0.922 	100 
 100.33 -14.86 -276.1 1.125 	100 
 127.37 -14.09 -284.9 0.875 	100 
 139.68 -14.06 -277.7 0.625 	100 
 143.80 -14.64 -267.7 0.984 	100 
 150.83 -15.30 -246.7 1.688 	100 
 160.73 -14.73 -198.7 0.531 	100 
 161.87 -14.30 -183.9 0.922 	100 
 155.54 -13.97 -163.4 1.531 	100 
 128.07 -14.15 -138.7 1.391 	100 
 118.99 -15.05 -102.4 4.031 	100 
 118.42 -15.52 36.38	 2.984 100 

 119.49 -14.92 147.41	 0.719 100 
 122.69 -14.43 172.76	 0.797 100 
 129.35 -14.30 195.38	 0.593 100 
 138.30 -14.22 212.14	 0.719 100 
 148.75 -14.05 230.69	 1.625 100 
 148.77 -14.16 267.02	 1.219 100 
 131.15 -14.28 281.75	 1.75  100 
 97.47 -14.71 272.18	 0.922 100 
 80.77 -15.08 257.69	 1.343 100 
 78.31 -15.29 229.55	 1.266 100 
 85.09 -14.87 197.90	 1.016 100 
 81.44 -14.59 181.51	 0.875 100 
 67.91 -14.76 175.65	 0.656 100 
 54.59 -14.93 174.74	 1.375 100 
 35.73 -15.35 191.63	 2.141 100 
 31.96 -15.59 241.14	 0.64  100 
 25.15 -15.70 258.86	 1.219 100 
 5.51 -14.47 287.02	 0.687 100 
 -5.41 -14.26 292.45	 0.75  100 
 -15.78 -14.55 289.34 1.157 	100 
 -21.83 -15.27 271.67 3.593 	100 
 -55.37 -15.62 183.33 0.563 	100 
 -55.52 -15.60 169.94 0.734 	100 
 -50.77 -15.61 154.86 0.844 	100 
 -49.30 -15.54 132.96 5.484 	100 
 -127.34 -15.52 -42.8 0.422 	100 
 -130.39 -15.53 -58.2 0.782 	100 
 -130.86 -15.53 -87.0 1.046 	100 
 -118.66 -15.34 -124. 0.61 	100 
 -107.37 -15.39 -142. 1.125 	100 
 -76.45 -15.52 -164.6 1.312 	100 
 -29.73 -15.63 -172.6 0.61 	100 
 -7.98 -15.75 -173.85 0.515 	100 
 7.75 -15.69 -174.40	 0.641 100 
 22.98 -15.60 -177.04 0.719 	100 
 34.63 -15.63 -185.70 1.062 	100 
 44.17 -15.81 -208.44 1.11 	100 
 57.87 -15.35 -236.80 0.953 	100 
 78.55 -14.75 -259.40 0.812 	100 
 99.51 -14.69 -278.40 1.203 	100 
 127.58 -14.00 -285.9 0.922 	100 
 138.79 -14.22 -276.4 0.516 	100 
 141.87 -14.73 -267.3 0.953 	100 
 149.02 -15.37 -246.9 1.719 	100 
 160.68 -14.72 -198.3 0.468 	100 
 161.85 -14.31 -184.1 0.954 	100 
 158.17 -13.99 -162.3 1.578 	100 
 132.00 -14.22 -134.7 1.203 	100 
 124.63 -15.08 -102.2 3.781 	100 
 122.39 -15.52 36.62	 2.969 100 
 
 120.73 -14.91 147.82	 0.782 100 
 120.88 -14.42 173.16	 0.718 100 
 127.41 -14.30 195.73	 0.594 100 
 137.62 -14.24 212.97	 0.735 100 
 149.26 -14.03 230.64	 1.718 100 
 146.28 -14.20 266.17	 1.078 100 
 130.37 -14.28 279.28	 1.657 100 
 100.63 -14.61 266.73	 0.718 100 
 87.38 -14.94 255.15	 1.204 100 
 78.27 -15.28 229.10	 1.5   100 
 86.45 -14.82 197.75	 0.953 100 
 79.77 -14.66 182.39	 0.734 100 
 68.65 -14.67 172.48	 0.984 100 
 51.97 -14.84 170.91	 1.516 100 
 41.18 -15.45 193.10	 1.969 100 
 26.80 -15.54 240.17	 0.609 100 
 21.27 -15.67 258.30	 1.391 100 
 4.14 -14.59 285.46	 0.531 100 
 -4.82 -14.56 287.26	 0.484 100 
 -12.96 -14.69 284.55 0.875 	100 
 -22.86 -15.28 271.75 3.36   100 
 -56.99 -15.64 183.50 0.437 	100
 -55.85 -15.62 170.06 0.516 	100 
 -51.85 -15.62 154.63 0.656 	100 
 -46.93 -15.54 132.40 5.719 	100 
 -128.75 -15.53 -42.6 0.422 	100 
 -131.51 -15.53 -58.1 0.812 	100 
 -131.78 -15.52 -87.1 1.125 	100 
 -114.32 -15.15 -121. 0.719 	100 
 -101.73 -15.18 -138. 1.109 	100 
 -74.98 -15.52 -161.0 1.297  100 
 -30.19 -15.62 -172.4 0.594 	100 
 -7.92 -15.72 -171.71 0.453 	100 
 6.85 -15.67 -171.30	 0.656 100 
 24.38 -15.51 -173.54 0.891 	100 
 39.40 -15.55 -184.49 1.125 	100 
 45.72 -15.79 -208.56 1.141 	100 
 58.03 -15.35 -236.97 0.968 	100 
 77.66 -14.68 -259.81 0.86 	100 
 100.39 -14.82 -276.9 1.156 	100 
 127.38 -14.13 -284.5 0.719 	100 
 139.17 -14.14 -277.1 0.515 	100 
 144.26 -14.60 -268.0 0.938 	100 
 146.79 -15.45 -246.8 1.781 	100 
 161.31 -14.73 -198.6 0.469 	100 
 161.91 -14.30 -183.9 0.859 	100 
 158.29 -13.99 -162.5 5.953 	100 
 139.97 -14.13 -128.4 1.485 	100 
 128.26 -15.07 -102.3 4.219 	100 
 118.76 -15.52 36.79	 2.984 100 
         
 120.87 -14.93 147.29	 0.734 100 
 123.22 -14.43 172.98	 0.704 100 
 129.53 -14.30 194.85	 0.578 100 
 137.82 -14.23 213.02	 0.703 100 
 149.44 -14.02 230.21	 2.125 100 
 145.09 -14.17 265.52	 1.047 100 
 130.30 -14.29 279.58	 1.703 100 
 95.07 -14.66 277.39	 1.172 100 
 81.01 -15.09 257.25	 1.062 100 
 82.21 -15.20 230.52	 1.172 100 
 87.31 -14.78 197.40	 0.844 100 
 84.01 -14.49 180.06	 1.109 100 
 68.64 -14.68 173.25	 0.75  100 
 56.69 -14.94 178.54	 1.031 100 
 41.26 -15.44 193.36	 1.782 100 
 27.79 -15.56 240.29	 0.578 100 
 22.72 -15.69 258.25	 1.344 100 
 3.86 -14.64 284.89	 0.468 100 
 -4.51 -14.59 286.78	 0.485 100 
 -12.95 -14.69 284.67 0.937 	100 
 -22.79 -15.27 271.88 3.547 	100 
 -56.61 -15.64 183.82 0.547 	100 
 -54.98 -15.56 170.29 0.672 	100 
 -49.39 -15.61 156.03 0.89 	100 
 -46.67 -15.56 132.32 5.532 	100 
 -125.00 -15.52 -43.8 0.453 	100 
 -128.57 -15.54 -59.1 0.765 	100 
 -127.22 -15.53 -85.8 1.063 	100 
 -117.96 -15.31 -123. 0.656 	100 
 -107.53 -15.38 -143. 1.188 	100 
 -76.80 -15.52 -166.8 1.39 	100 
 -29.86 -15.62 -170.0 0.578 	100 
 -8.34 -15.67 -169.67 0.485 	100 
 7.04 -15.64 -171.04	 0.64  100 
 23.37 -15.58 -175.99 0.672 	100 
 35.00 -15.63 -185.76 1.078 	100 
 41.51 -15.83 -209.12 1.188 	100 
 55.93 -15.26 -238.21 1      100 
 75.21 -14.33 -263.21 0.875 	100
 100.13 -14.75 -277.9 1.078  100 
 127.25 -14.17 -283.9 0.781 	100 
 139.50 -14.10 -277.3 0.594 	100 
 144.87 -14.59 -267.7 0.969 	100 
 152.34 -15.24 -246.7 1.719 	100 
 159.62 -14.70 -197.9 0.5 	100 
 160.24 -14.30 -183.9 0.953 	100 
 154.36 -13.97 -164.0 1.531  100 
 132.17 -14.22 -135.1 1.141 	100 
 125.84 -15.09 -102.0 3.703 	100 
 119.69 -15.52 36.51	 2.937 100
      
 120.14 -14.91 147.73	 0.782 100 
 119.92 -14.41 173.15	 0.906 100 
 126.17 -14.31 196.18	 0.781 100 
 138.77 -14.21 211.37	 0.844 100 
 150.36 -13.99 229.71	 2.047 100 
 147.09 -14.18 266.16	 1.312 100 
 130.87 -14.28 280.94	 1.844 100
 95.21 -14.67 277.05	 1.078 100 
 80.56 -15.10 257.59	 1.141 100 
 81.65 -15.22 230.44	 1.234 100 
 87.01 -14.80 197.91	 0.875 100 
 81.41 -14.59 181.54	 0.906 100 
 67.97 -14.76 175.69	 0.61  100 
 55.77 -14.95 176.82	 1.109 100 
 37.80 -15.38 192.10	 1.797 100 
 27.02 -15.54 240.23	 0.578 100 
 21.66 -15.68 258.18	 1.172 100 
 4.94 -14.56 286.12	 0.563 100 
 -5.37 -14.34 291.11	 0.671 100 
 -16.70 -14.52 290.18 1.375 	100 
 -24.37 -15.27 272.24 3.625 	100 
 -56.54 -15.64 183.38 0.532 	100 
 -56.19 -15.61 169.52 0.703 	100 
 -50.93 -15.61 154.95 1.14 	100 
 -50.25 -15.56 133.33 6.047 	100 
 -124.96 -15.52 -43.5 0.422 	100 
 -128.28 -15.53 -58.8 0.735 	100 
 -129.41 -15.54 -86.1 1.062 	100 
 -119.51 -15.34 -123. 0.625 	100 
 -108.57 -15.37 -144. 1.125 	100 
 -77.65 -15.53 -169.2 1.313  100 
 -30.57 -15.62 -175.7 0.609 	100 
 -8.01 -15.74 -172.08 0.437 	100 
 6.85 -15.66 -171.14	 0.657 100 
 24.87 -15.49 -172.74 1.078 	100 
 42.02 -15.51 -183.90 1.203 	100 
 46.70 -15.78 -208.30 1.203 	100 
 58.09 -15.35 -237.04 1.016 	100 
 77.46 -14.62 -260.66 0.859 	100 
 99.68 -14.68 -278.72 1.234 	100 
 127.15 -14.22 -283.5 0.797 	100 
 136.43 -14.47 -274.0 0.391 	100 
 138.77 -14.76 -267.1 0.969 	100
 146.05 -15.48 -246.9 1.765 	100 
 162.61 -14.77 -200.0 0.672 	100 
 164.95 -14.32 -184.3 1.141 	100 
 154.50 -13.97 -163.8 1.484 	100 
 133.83 -14.26 -133.1 1.063 	100 
 124.46 -15.07 -102.2 3.703 	100 
 120.60 -15.51 36.42	 2.968 100
 
 118.21 -14.90 147.74	 0.75  100 
 122.05 -14.43 172.97	 0.75  100 
 129.19 -14.30 195.40	 0.609 100 
 137.19 -14.25 213.64	 0.735 100 
 149.21 -14.03 230.28	 2.062 100 
 152.78 -14.11 268.70	 1.25  100 
 132.29 -14.27 284.35	 1.547 100 
 95.41 -14.67 276.75	 0.984 100 
 80.47 -15.10 257.68	 1.219 100 
 79.39 -15.27 229.47	 1.25  100 
 83.27 -14.95 198.39	 1.188 100 
 78.64 -14.69 182.95	 0.89  100 
 67.82 -14.75 175.34	 0.766 100 
 54.64 -14.94 174.98	 1.203 100 
 38.60 -15.39 192.37	 1.859 100 
 26.69 -15.54 240.09	 0.594 100 
 20.46 -15.66 257.99	 1.235 100 
 3.19 -14.72 283.96	 0.453 100 
 -4.56 -14.51 287.83	 0.593 100 
 -14.81 -14.61 287.67 1.141 	100 
 -25.94 -15.22 273.14 3.531 	100 
 -56.64 -15.64 183.39 0.485 	100 
 -56.04 -15.61 169.81 0.64 	100 
 -50.46 -15.61 155.13 1.688 	100 
 -37.56 -15.29 130.01 7.25 	100 
 -122.74 -15.52 -44.2 0.406 	100 
 -127.11 -15.53 -59.3 0.734 	100 
 -129.91 -15.53 -86.1 1.079 	100 
 -120.93 -15.31 -124. 0.625 	100 
 -108.14 -15.38 -144. 1.062 	100 
 -76.68 -15.52 -166.4 1.281 	100 
 -30.11 -15.62 -172.3 0.594 	100 
 -8.28 -15.75 -172.77 0.484 	100 
 7.17 -15.67 -173.62	 0.641 100 
 23.19 -15.60 -177.12 0.672 	100 
 34.39 -15.64 -185.79 1.141 	100 
 40.55 -15.84 -209.34 1.234 	100 
 53.89 -15.16 -239.54 1.047 	100 
 76.34 -14.50 -261.57 0.828 	100 
 100.09 -14.79 -277.1 1.016 	100 
 127.68 -14.05 -285.2 0.765 	100 
 141.61 -13.78 -279.7 0.813 	100 
 147.52 -14.45 -268.1 1.078 	100 
 148.16 -15.40 -246.9 1.859  100
 162.15 -14.74 -199.1 0.547 	100 
 164.28 -14.32 -184.1 1.063 	100 
 158.35 -13.99 -162.5 1.625 	100 
 131.73 -14.22 -135.5 1.234 	100 
 122.28 -15.07 -102.1 3.766 	100 
 121.36 -15.51 36.37	 2.953 100 
 
 119.46 -14.92 147.33	 0.829 100 
 122.44 -14.43 172.93	 0.765 100 
 130.23 -14.27 194.60	 0.594 100 
 138.40 -14.21 212.08	 0.703 100 
 149.56 -14.02 230.43	 1.656 100 
 149.01 -14.15 267.16	 1.235 100 
 130.97 -14.28 281.43	 1.718 100 
 97.65 -14.70 272.12	 0.891 100 
 81.49 -15.10 257.01	 1.156 100 
 74.41 -15.39 227.92	 1.438 100 
 89.02 -14.72 197.55	 1.187 100 
 87.14 -14.37 178.66	 1.047 100 
 69.72 -14.56 168.45	 0.844 100 
 52.56 -14.85 171.60	 1.141 100 
 37.74 -15.40 192.46	 1.703 100 
 27.31 -15.55 240.56	 0.547 100 
 21.94 -15.68 258.33	 1.218 100 
 2.93 -14.71 284.18	 0.391 100 
 -4.57 -14.54 287.53	 0.547 100 
 -15.00 -14.59 288.12 1.109 	100 
 -30.39 -15.13 274.59 3.375 	100 
 -56.46 -15.62 183.67 0.516 	100 
 -55.79 -15.61 170.06 0.687 	100 
 -50.62 -15.62 155.13 0.985 	100 
 -49.48 -15.56 133.12 5.672 	100 
 -126.38 -15.52 -42.8 0.437 	100 
 -130.68 -15.53 -58.5 0.781 	100 
 -131.36 -15.52 -86.9 1.047 	100
 -120.00 -15.32 -124. 0.625 	100 
 -106.97 -15.39 -143. 1.031 	100 
 -76.07 -15.52 -165.0 1.266 	100 
 -30.13 -15.62 -172.3 0.594  100 
 -8.11 -15.74 -172.53 0.469 	100 
 7.10 -15.66 -172.69	 0.64  100 
 23.80 -15.55 -174.93 0.813 	100 
 38.02 -15.58 -184.78 1.078 	100 
 45.58 -15.80 -208.57 1.125 	100 
 57.70 -15.33 -237.32 0.953 	100 
 77.02 -14.61 -260.45 0.828 	100 
 100.08 -14.82 -276.5 1.078 	100 
 127.17 -14.21 -283.6 0.813 	100 
 139.01 -14.16 -277.0 0.64 	100 
 142.83 -14.70 -267.6 1.032 	100 
 149.66 -15.35 -246.7 1.734 	100 
 162.86 -14.75 -199.5 0.484 	100 
 162.81 -14.32 -184.4 0.875 	100 
 155.66 -13.97 -163.2 1.328 	100 
 134.52 -14.26 -132.9 0.985 	100 
 124.19 -15.07 -102.5 3.719 	100 
 118.30 -15.51 36.73	 2.921 100 
			        
119.49 -14.90 147.40	1 100
122.00 -14.41 172.72	1 100
129.35 -14.28 195.06	1 100
138.57 -14.19 211.72	1 100
147.58 -14.07 231.02	1 100
147.15 -14.17 266.21	1 100
131.66 -14.27 282.98	1 100
94.31 -14.64 279.07	1 100
78.39 -15.09 258.33	1 100
79.78 -15.26 230.19	1 100
 86.44 -14.82 197.82	1 100
 79.88 -14.65 182.32	1 100
 68.48 -14.68 173.29	1 100
 53.27 -14.87 172.57	1 100
 35.87 -15.34 191.58	1 100
 28.96 -15.56 240.66	1 100
 24.44 -15.66 258.67	1 100
 2.88 -14.72 283.75	1 100
 -4.27 -14.64 285.66	1 100
 -13.18 -14.69 285.33	1 100
 -27.32 -15.19 273.55	1 100
 -57.09 -15.63 183.89	1 100
 -54.85 -15.56 170.38	1 100
 -49.30 -15.61 156.29	1 100
 -48.60 -15.55 133.16	1 100
 -126.40 -15.51 -42.93	1 100
 -131.01 -15.51 -57.90	1 100
 -132.70 -15.50 -87.04	1 100
 -120.46 -15.30 -124.61	1 100
 -107.29 -15.37 -142.89	1 100
 -75.95 -15.51 -163.62	1 100
 -30.27 -15.61 -173.37	1 100
 -8.26 -15.73 -172.77	1 100
 7.28 -15.68 -174.33	1 100
 22.46 -15.64 -178.90	1 100
 32.80 -15.67 -186.30	1 100
 47.19 -15.77 -207.97	1 100
 56.74 -15.27 -237.69	1 100
 73.83 -14.21 -263.89	1 100
 97.84 -14.35 -283.07	1 100
 127.15 -14.22 -283.47	1 100
 136.97 -14.42 -274.88	1 100
 142.04 -14.70 -267.72	1 100
 148.40 -15.39 -247.13	1 100
 162.26 -14.75 -199.51	1 100
 161.56 -14.31 -184.07	1 100
 153.23 -13.96 -164.27	1 100
 134.54 -14.27 -133.17	1 100
 126.18 -15.08 -102.54	1 100
 121.55 -15.52 36.63	1 100


 121.73 -14.92 147.69	 0.672 100 
 123.71 -14.44 172.77	 0.625 100 
 128.90 -14.30 195.37	 0.532 100 
 137.15 -14.25 212.94	 0.578 100 
 148.10 -14.07 231.17	 1.312 100 
 153.87 -14.08 269.30	 1.781 100 
 132.95 -14.26 286.52	 1.891 100 
 96.67 -14.72 274.11	 1.016 100 
 81.84 -15.09 257.05	 1.109 100 
 82.50 -15.19 231.12	 1.391 100 
 87.25 -14.78 197.45	 0.687 100 
 77.93 -14.71 183.33	 0.594 100 
 67.72 -14.75 176.31	 0.656 100 
 54.99 -14.95 175.25	 1.219 100 
 36.24 -15.35 191.77	 1.859 100 
 26.20 -15.53 240.21	 0.657 100 
 22.80 -15.68 258.39	 1.703 100 
 0.25 -14.79 280.73	 0.218 100 
 -3.73 -14.70 280.15	 0.375 100 
 -9.74 -14.64 280.00	 1.266 100 
 -30.06 -15.14 274.40	3.781  100 
 -54.78 -15.64 183.37	0.453  100 
 -54.10 -15.52 170.55	0.547  100 
 -51.48 -15.61 154.92	0.688  100 
 -50.04 -15.55 133.30	5.437  100 
 -123.96 -15.52 -44.23	0.422  100 
 -128.94 -15.54 -59.22	0.75   100 
 -132.22 -15.52 -86.72	1.094  100 
 -123.10 -15.27 -126.36	0.641  100 
 -112.62 -15.31 -146.88	1.265  100 
 -78.73 -15.51 -172.47	1.391  100 
 -29.88 -15.63 -173.09	0.594  100 
 -8.37 -15.74 -171.86	0.5    100 
 7.47 -15.66 -172.53	0.609  100 
 23.43 -15.60 -177.18	 0.562 100 
 34.49 -15.64 -186.09	 0.985 100 
 45.47 -15.78 -208.63	 1.047 100 
 58.53 -15.38 -236.67	 0.937 100 
 74.57 -14.27 -263.75	 0.86  100 
 97.96 -14.40 -282.22	 1.078 100 
 127.68 -14.05 -285.40	 0.718 100 
 140.00 -14.07 -277.46	 0.563 100 
 144.41 -14.59 -268.11	 1.047 100 
 146.86 -15.46 -246.63	 1.812 100 
 161.71 -14.73 -198.82	 0.469 100 
 163.42 -14.30 -183.86	 0.781 100 
 159.73 -14.00 -161.46	 1.735 100 
 130.99 -14.19 -136.21	 6.953 100 
 115.92 -14.96 -102.51	 5.156 100 
 121.01 -15.53 36.48	 4.453 100 



 122.91 -14.94 147.28	 0.719 100 
 123.51 -14.44 172.51	 0.75  100 
 128.21 -14.30 195.30	 0.672 100 
 137.84 -14.23 212.16	 0.734 100 
 148.90 -14.05 230.58	 1.656 100 
 149.14 -14.14 267.33	 1.016 100 
 130.24 -14.29 278.84	 1.375 100 
 96.54 -14.73 274.00	 0.844 100 
 80.83 -15.08 257.61	 1.156 100 
 76.28 -15.34 228.61	 1.859 100 
 84.81 -14.88 197.97	 0.969 100 
 82.96 -14.53 180.50	 0.969 100 
 69.27 -14.59 170.04	 0.937 100 
 54.59 -14.94 175.11	 1.063 100 
 41.48 -15.46 193.19	 1.797 100 
 27.62 -15.55 240.41	 0.672 100 
 23.28 -15.68 258.88	 1.781 100 
 2.21 -14.80 282.73	 0.437 100 
 -4.76 -14.53 287.68	 0.641 100 
 -16.46 -14.53 289.89	 1.453 100 
 -30.47 -15.13 274.67	 3.969 100 
 -56.32 -15.64 183.26	 0.391 100 
 -55.39 -15.58 170.37	 0.531 100 
 -51.02 -15.61 154.41	 0.656 100 
 -44.59 -15.54 132.00	 15.75 100 
 -124.45 -15.52 -43.87	 0.422 100 
